population,n_candidates,paradigm,endpoint,family,n_pairs,delta_mean,delta_sd,ci_low,ci_high,pvalue,effect_size,wilcoxon_stat,pvalue_adjusted
three_cluster,6,latent_match,gap,exploratory,100,-0.06382067013547467,0.03583344433068874,-0.07093080290294275,-0.05671053736800659,4.9610417082651575e-18,-1.7810364403294858,8.0,
three_cluster,6,latent_match,loser_share,exploratory,100,0.24305,0.10936084973401339,0.22135043481178757,0.2647495651882124,4.883809839243227e-18,2.2224589566663417,7.5,
three_cluster,6,latent_match,majority_welfare,exploratory,100,0.0065507004297201445,0.0642587834622487,-0.006199636313691335,0.019301037173131624,0.34614092891907466,0.10194249061015302,2251.0,
three_cluster,6,latent_match,min_utility,exploratory,100,0.01586720067115988,0.021032868311261752,0.011693823286790844,0.020040578055528915,1.1704325791132931e-11,0.7544002290293431,552.0,
three_cluster,6,latent_match,p10_utility,exploratory,100,0.01952869909492377,0.020551542634031725,0.015450827167354098,0.023606571022493444,4.220912101095269e-14,0.9502303278482751,328.0,
three_cluster,6,latent_match,gini_utility,exploratory,100,-0.04458756263472681,0.04664135312854435,-0.0538422189869854,-0.03533290628246822,1.453827925226812e-14,-0.9559663183836613,288.0,
three_cluster,6,latent_match,supporter_welfare,exploratory,100,-0.026227702610855587,0.023330950499333116,-0.030857069358595623,-0.02159833586311555,3.3479285134505465e-15,-1.1241591983835064,234.0,
three_cluster,6,latent_match,lambda_winner,exploratory,100,0.005799943424008207,0.24670903506683348,-0.04315248152490569,0.0547523683729221,0.7016277546487694,0.02350924611430223,1389.0,
three_cluster,8,individual,minority_welfare,primary,100,-0.0011010860475418071,0.007156415352031924,-0.002521074112951309,0.000318902017867695,0.11531352011465917,-0.1538599974118572,2067.0,0.4612540804586367
three_cluster,8,individual,total_welfare,primary,100,-0.00010789089889834402,0.005449744787123531,-0.0011892384977413661,0.0009734566999446781,0.3071679920485064,-0.019797422285400396,2228.0,0.9215039761455193
three_cluster,8,individual,loser_welfare,exploratory,100,0.02829718968090617,0.014031507104283426,0.025513034255643725,0.031081345106168612,3.896559845095909e-18,2.016689260148529,0.0,
three_cluster,8,individual,gap,exploratory,100,-0.02309306216873866,0.03785544473278022,-0.030604403683601185,-0.015581720653876132,5.885735308426342e-08,-0.6100327794786584,948.0,
three_cluster,8,individual,loser_share,exploratory,100,0.21367500000000003,0.05619956212310096,0.20252378761636095,0.22482621238363912,3.888434793038708e-18,3.80207588685408,0.0,
three_cluster,8,individual,majority_welfare,exploratory,100,-0.01546994578152966,0.08794874413159658,-0.0329208846791947,0.001980993116135376,0.18444471851330213,-0.17589729033972534,2139.0,
three_cluster,8,individual,min_utility,exploratory,100,0.0004663670721471212,0.020736535255644405,-0.00364821140499478,0.004580945549289023,0.5247177003787094,0.0224901154603529,2340.0,
three_cluster,8,individual,p10_utility,exploratory,100,0.002316360077890369,0.01856943047421481,-0.001368217794933874,0.0060009379507146125,0.7129472348148089,0.12474050192906166,2418.0,
three_cluster,8,individual,gini_utility,exploratory,100,-0.004383359739270885,0.04107631574596903,-0.012533791940457669,0.0037670724619158985,0.4745030356140598,-0.10671258265661374,2317.0,
three_cluster,8,individual,supporter_welfare,exploratory,100,0.005204127512167511,0.02906448574385332,-0.0005628970180420415,0.010971152042377063,0.1627265750322584,0.17905451890777396,2119.0,
three_cluster,8,individual,lambda_winner,exploratory,100,-0.020434475019068837,0.245827087886933,-0.06921190251350648,0.02834295247536881,0.3974608928353289,-0.08312540003104775,720.0,
three_cluster,8,score,minority_welfare,primary,100,0.0003332107279855248,0.00927185622134927,-0.0015065267007217961,0.002172948156692846,0.9972566190976729,0.0359378661651674,2524.0,1.0
three_cluster,8,score,total_welfare,primary,100,-0.0015768784059971496,0.00688552071502048,-0.0029431150983214565,-0.00021064171367284295,0.018339527184953693,-0.2290136754010854,1839.0,0.09169763592476846
three_cluster,8,score,loser_welfare,exploratory,100,0.04247625274375472,0.015265565457201554,0.03944723336818158,0.04550527211932785,3.896559845095909e-18,2.7824880030052523,0.0,
three_cluster,8,score,gap,exploratory,100,-0.07003924043259292,0.034971700782772494,-0.07697838458449144,-0.0631000962806944,5.94331234302936e-18,-2.0027404691479904,14.0,
three_cluster,8,score,loser_share,exploratory,100,0.29962500000000003,0.07606099277035583,0.28453284887905683,0.31471715112094323,3.89392293135041e-18,3.939272800509337,0.0,
three_cluster,8,score,majority_welfare,exploratory,100,-0.013393482488036498,0.07382542785066978,-0.028042049027978397,0.001255084051905402,0.09071161614888014,-0.18142099379536458,2033.0,
three_cluster,8,score,min_utility,exploratory,100,0.01701896443867615,0.02222066640959056,0.012609902142130501,0.021428026735221796,3.737167999465526e-10,0.765907022092311,703.0,
three_cluster,8,score,p10_utility,exploratory,100,0.02157206370840912,0.023105692898395785,0.016987392955694437,0.0261567344611238,1.342808921407084e-12,0.9336254836965678,463.0,
three_cluster,8,score,gini_utility,exploratory,100,-0.04729525067133965,0.048093665675443244,-0.05683807734105408,-0.037752424001625214,3.725407650063557e-13,-0.9833987492346363,412.0,
three_cluster,8,score,supporter_welfare,exploratory,100,-0.027562987688838202,0.02462248847649029,-0.03244862359136753,-0.022677351786308877,3.154399659417182e-14,-1.1194233156066058,317.0,
three_cluster,8,score,lambda_winner,exploratory,100,0.01435409148564675,0.293731190606617,-0.0439285492754843,0.0726367322467778,0.7275772328359829,0.048868121414012984,1748.0,
three_cluster,8,latent_match,minority_welfare,primary,100,0.00015506299105645825,0.009801831634344465,-0.0017898330574897701,0.0020999590396026868,0.8635033772834252,0.015819797446136066,2475.0,1.0
