run_id,cell_id,condition,family,inheritance_mode,seed,band_upper,conditional_onset_tick,conditional_onset_generation,cooperative_onset_tick,cooperative_onset_generation
C2__baldwinian__s30,C2__baldwinian,C2,C2,baldwinian,30,0.06759172986669647,250.0,0.78,100.0,0.78
C2__lamarckian__s1,C2__lamarckian,C2,C2,lamarckian,1,0.05993114113623804,200.0,1.3617021276595744,50.0,0.74
C2__lamarckian__s2,C2__lamarckian,C2,C2,lamarckian,2,0.05993114113623804,150.0,0.8936170212765957,100.0,0.9333333333333332
C2__lamarckian__s3,C2__lamarckian,C2,C2,lamarckian,3,0.05993114113623804,150.0,1.0,50.0,0.9
C2__lamarckian__s4,C2__lamarckian,C2,C2,lamarckian,4,0.05993114113623804,150.0,0.84,50.0,0.8
C2__lamarckian__s5,C2__lamarckian,C2,C2,lamarckian,5,0.05993114113623804,150.0,1.2,50.0,0.86
C2__lamarckian__s6,C2__lamarckian,C2,C2,lamarckian,6,0.05993114113623804,50.0,0.92,50.0,0.92
C2__lamarckian__s7,C2__lamarckian,C2,C2,lamarckian,7,0.05993114113623804,200.0,1.0,100.0,0.9361702127659576
C2__lamarckian__s8,C2__lamarckian,C2,C2,lamarckian,8,0.05993114113623804,300.0,1.18,50.0,0.84
C2__lamarckian__s9,C2__lamarckian,C2,C2,lamarckian,9,0.05993114113623804,50.0,0.84,50.0,0.84
C2__lamarckian__s10,C2__lamarckian,C2,C2,lamarckian,10,0.05993114113623804,300.0,0.94,50.0,0.8
